ensembl_gene_id,hgnc_symbol
ENSG00000167757,KLK11
ENSG00000149260,CAPN5
ENSG00000171631,P2RY6
ENSG00000134569,LRP4
ENSG00000135074,ADAM19
ENSG00000204866,IGFL2
ENSG00000146477,SLC22A3
ENSG00000168350,DEGS2
ENSG00000198853,RUSC2
ENSG00000157873,TNFRSF14
ENSG00000187244,BCAM
ENSG00000007237,GAS7
ENSG00000114473,IQCG
ENSG00000181045,SLC26A11
ENSG00000166396,SERPINB7
ENSG00000205336,ADGRG1
ENSG00000105707,HPN
ENSG00000284695,
ENSG00000196739,COL27A1
ENSG00000120051,CFAP58
ENSG00000129195,PIMREG
ENSG00000164818,DNAAF5
ENSG00000110400,NECTIN1
ENSG00000141979,
ENSG00000123094,RASSF8
ENSG00000198932,GPRASP1
ENSG00000128045,RASL11B
ENSG00000126947,ARMCX1
ENSG00000157087,ATP2B2
ENSG00000214357,NEURL1B
ENSG00000134594,RAB33A
ENSG00000144749,LRIG1
ENSG00000065809,FAM107B
ENSG00000164855,TMEM184A
ENSG00000178826,TMEM139
ENSG00000168961,LGALS9
ENSG00000101335,MYL9
ENSG00000175063,UBE2C
ENSG00000107819,SFXN3
ENSG00000177694,NAALADL2
ENSG00000137831,UACA
ENSG00000169994,MYO7B
ENSG00000099250,NRP1
ENSG00000108984,MAP2K6
ENSG00000164715,LMTK2
ENSG00000204262,COL5A2
ENSG00000107562,CXCL12
ENSG00000101850,GPR143
ENSG00000162881,OXER1
ENSG00000138623,SEMA7A
ENSG00000230873,STMND1
ENSG00000162645,GBP2
ENSG00000196208,GREB1
ENSG00000113966,ARL6
ENSG00000189143,CLDN4
ENSG00000132958,TPTE2
ENSG00000099204,ABLIM1
ENSG00000178776,C5orf46
ENSG00000100024,UPB1
ENSG00000286905,
ENSG00000104219,ZDHHC2
ENSG00000125730,C3
ENSG00000122707,RECK
ENSG00000133466,C1QTNF6
ENSG00000150054,MPP7
ENSG00000135631,RAB11FIP5
ENSG00000206527,HACD2
ENSG00000119906,SLF2
ENSG00000076770,MBNL3
ENSG00000085662,AKR1B1
ENSG00000196872,CRACDL
ENSG00000106780,MEGF9
ENSG00000104043,ATP8B4
ENSG00000138061,CYP1B1
ENSG00000203805,PLPP4
ENSG00000169855,ROBO1
ENSG00000277363,SRCIN1
ENSG00000145247,OCIAD2
ENSG00000186047,DLEU7
ENSG00000170011,MYRIP
ENSG00000129116,PALLD
ENSG00000231924,PSG1
ENSG00000122786,CALD1
ENSG00000166920,C15orf48
ENSG00000166436,TRIM66
ENSG00000004139,SARM1
ENSG00000163207,IVL
ENSG00000143552,NUP210L
ENSG00000141526,SLC16A3
ENSG00000120708,TGFBI
ENSG00000144642,RBMS3
ENSG00000166401,SERPINB8
ENSG00000143882,ATP6V1C2
ENSG00000132718,SYT11
ENSG00000177425,PAWR
ENSG00000121005,CRISPLD1
ENSG00000134986,NREP
ENSG00000110881,ASIC1
ENSG00000181617,FDCSP
ENSG00000204175,GPRIN2
ENSG00000074416,MGLL
ENSG00000198919,DZIP3
ENSG00000108821,COL1A1
ENSG00000138764,CCNG2
ENSG00000113448,PDE4D
ENSG00000070731,ST6GALNAC2
ENSG00000142178,SIK1
ENSG00000145431,PDGFC
ENSG00000197283,SYNGAP1
ENSG00000003096,KLHL13
ENSG00000206190,ATP10A
ENSG00000154678,PDE1C
ENSG00000104883,PEX11G
ENSG00000125434,SLC25A35
ENSG00000226124,FTCDNL1
ENSG00000089847,ANKRD24
ENSG00000106617,PRKAG2
ENSG00000026950,BTN3A1
ENSG00000074590,NUAK1
ENSG00000139278,GLIPR1
ENSG00000033122,LRRC7
ENSG00000134259,NGF
ENSG00000163531,NFASC
ENSG00000124467,PSG8
ENSG00000172771,EFCAB12
ENSG00000164265,SCGB3A2
ENSG00000157510,AFAP1L1
ENSG00000273213,H3-7
ENSG00000165072,MAMDC2
ENSG00000183778,B3GALT5
ENSG00000079841,RIMS1
ENSG00000183578,TNFAIP8L3
ENSG00000137491,SLCO2B1
ENSG00000067992,PDK3
ENSG00000204540,PSORS1C1
ENSG00000161958,FGF11
ENSG00000074211,PPP2R2C
ENSG00000170382,LRRN2
ENSG00000153898,MCOLN2
ENSG00000135697,BCO1
ENSG00000178795,GDPD4
ENSG00000262655,SPON1
ENSG00000169129,AFAP1L2
ENSG00000182175,RGMA
ENSG00000117425,PTCH2
ENSG00000205236,
ENSG00000137474,MYO7A
ENSG00000081014,AP4E1
ENSG00000140682,TGFB1I1
ENSG00000006459,KDM7A
ENSG00000186638,KIF24
ENSG00000141469,SLC14A1
ENSG00000154930,ACSS1
ENSG00000197077,KIAA1671
ENSG00000172318,B3GALT1
ENSG00000136514,RTP4
ENSG00000119938,PPP1R3C
ENSG00000205867,KRTAP5-2
ENSG00000125531,FNDC11
ENSG00000111913,RIPOR2
ENSG00000091986,CCDC80
ENSG00000198835,GJC2
ENSG00000111052,LIN7A
ENSG00000076351,SLC46A1
ENSG00000063761,ADCK1
ENSG00000174808,BTC
ENSG00000180638,SLC47A2
ENSG00000179859,RNF227
ENSG00000155629,PIK3AP1
ENSG00000126337,KRT36
ENSG00000198203,SULT1C2
ENSG00000169432,SCN9A
ENSG00000266714,MYO15B
ENSG00000047457,CP
ENSG00000137801,THBS1
ENSG00000139263,LRIG3
ENSG00000180245,RRH
ENSG00000128849,CGNL1
ENSG00000103723,AP3B2
ENSG00000188869,TMC3
ENSG00000176383,B3GNT4
ENSG00000087076,HSD17B14
ENSG00000004777,ARHGAP33
ENSG00000140876,NUDT7
ENSG00000152767,FARP1
ENSG00000188352,FOCAD
ENSG00000136114,THSD1
ENSG00000173210,ABLIM3
ENSG00000062038,CDH3
ENSG00000137094,DNAJB5
ENSG00000156103,MMP16
ENSG00000107104,KANK1
ENSG00000073910,FRY
ENSG00000240891,PLCXD2
ENSG00000143631,FLG
ENSG00000132164,SLC6A11
ENSG00000189060,H1-0
ENSG00000114854,TNNC1
ENSG00000240065,PSMB9
ENSG00000107242,PIP5K1B
ENSG00000173110,HSPA6
ENSG00000153291,SLC25A27
ENSG00000073670,ADAM11
ENSG00000109819,PPARGC1A
ENSG00000185652,NTF3
ENSG00000139880,CDH24
ENSG00000261210,CLEC19A
ENSG00000134245,WNT2B
ENSG00000204442,NALF1
ENSG00000170962,PDGFD
ENSG00000109501,WFS1
ENSG00000198467,TPM2
ENSG00000114423,CBLB
ENSG00000165617,DACT1
ENSG00000157601,MX1
ENSG00000176697,BDNF
ENSG00000197646,PDCD1LG2
ENSG00000178623,GPR35
ENSG00000170054,SERPINA9
ENSG00000115267,IFIH1
ENSG00000183049,CAMK1D
ENSG00000138642,HERC6
ENSG00000169851,PCDH7
ENSG00000145242,EPHA5
ENSG00000142102,PGGHG
ENSG00000173706,HEG1
ENSG00000064205,CCN5
ENSG00000196873,CBWD3
ENSG00000137501,SYTL2
ENSG00000131941,RHPN2
ENSG00000124126,PREX1
ENSG00000198804,MT-CO1
ENSG00000163817,SLC6A20
ENSG00000019582,CD74
ENSG00000173705,SUSD5
ENSG00000163430,FSTL1
ENSG00000109576,AADAT
ENSG00000118473,SGIP1
ENSG00000135678,CPM
ENSG00000221866,PLXNA4
ENSG00000186567,CEACAM19
ENSG00000149591,TAGLN
ENSG00000105137,SYDE1
ENSG00000004846,ABCB5
ENSG00000138675,FGF5
ENSG00000110328,GALNT18
ENSG00000115380,EFEMP1
ENSG00000122694,GLIPR2
ENSG00000013364,MVP
ENSG00000171401,KRT13
ENSG00000165730,STOX1
ENSG00000095752,IL11
ENSG00000158125,XDH
ENSG00000166446,CDYL2
ENSG00000148671,ADIRF
ENSG00000164695,CHMP4C
ENSG00000157833,GAREM2
ENSG00000162415,ZSWIM5
ENSG00000166246,DNAAF8
ENSG00000186260,MRTFB
ENSG00000181585,TMIE
ENSG00000197748,CFAP43
ENSG00000132031,MATN3
ENSG00000183454,GRIN2A
ENSG00000139211,AMIGO2
ENSG00000150627,WDR17
ENSG00000135318,NT5E
ENSG00000108244,KRT23
ENSG00000196083,IL1RAP
ENSG00000153823,PID1
ENSG00000183421,RIPK4
ENSG00000182578,CSF1R
ENSG00000136830,NIBAN2
ENSG00000115232,ITGA4
ENSG00000128567,PODXL
ENSG00000176402,GJC3
ENSG00000144476,ACKR3
ENSG00000181513,ACBD4
ENSG00000183801,OLFML1
ENSG00000101670,LIPG
ENSG00000144460,NYAP2
ENSG00000147394,ZNF185
ENSG00000104419,NDRG1
ENSG00000108797,CNTNAP1
ENSG00000141527,CARD14
ENSG00000173269,MMRN2
ENSG00000163617,CCDC191
ENSG00000100558,PLEK2
ENSG00000020577,SAMD4A
ENSG00000149177,PTPRJ
ENSG00000165171,METTL27
ENSG00000184731,FAM110C
ENSG00000139200,PIANP
ENSG00000166143,PPP1R14D
ENSG00000108771,DHX58
ENSG00000050165,DKK3
ENSG00000101213,PTK6
ENSG00000151883,PARP8
ENSG00000277443,MARCKS
ENSG00000091536,MYO15A
ENSG00000196440,ARMCX4
ENSG00000112379,ARFGEF3
ENSG00000056736,IL17RB
ENSG00000053747,LAMA3
ENSG00000154133,ROBO4
ENSG00000018408,WWTR1
ENSG00000117013,KCNQ4
ENSG00000144339,TMEFF2
ENSG00000134871,COL4A2
ENSG00000099860,GADD45B
ENSG00000186862,PDZD7
ENSG00000188859,FAM78B
ENSG00000183691,NOG
ENSG00000235173,HGH1
ENSG00000167332,OR51E2
ENSG00000189337,KAZN
ENSG00000169282,KCNAB1
ENSG00000188827,SLX4
ENSG00000131773,KHDRBS3
ENSG00000088367,EPB41L1
ENSG00000159231,CBR3
ENSG00000168675,LDLRAD4
ENSG00000142871,CCN1
ENSG00000166689,PLEKHA7
ENSG00000114698,PLSCR4
ENSG00000147813,NAPRT
ENSG00000146005,PSD2
ENSG00000086991,NOX4
ENSG00000188763,FZD9
ENSG00000140853,NLRC5
ENSG00000148926,ADM
ENSG00000235718,MFRP
ENSG00000197915,HRNR
ENSG00000125965,GDF5
ENSG00000184292,TACSTD2
ENSG00000285816,
ENSG00000240694,PNMA2
ENSG00000197321,SVIL
ENSG00000163947,ARHGEF3
ENSG00000235711,ANKRD34C
ENSG00000157353,FCSK
ENSG00000170289,CNGB3
ENSG00000087245,MMP2
ENSG00000113083,LOX
ENSG00000144583,MARCHF4
ENSG00000113070,HBEGF
ENSG00000173334,TRIB1
ENSG00000170837,GPR27
ENSG00000170500,LONRF2
ENSG00000140950,MEAK7
ENSG00000153993,SEMA3D
ENSG00000156475,PPP2R2B
ENSG00000169495,HTRA4
ENSG00000181458,TMEM45A
ENSG00000112406,HECA
ENSG00000133106,EPSTI1
ENSG00000117643,MAN1C1
ENSG00000255872,
ENSG00000156804,FBXO32
ENSG00000275895,
ENSG00000177076,ACER2
ENSG00000104804,TULP2
ENSG00000090975,PITPNM2
ENSG00000255439,
ENSG00000219607,PPP1R3G
ENSG00000259399,TGIF2-RAB5IF
ENSG00000131355,ADGRE3
ENSG00000129824,RPS4Y1
ENSG00000196228,SULT1C3
ENSG00000064309,CDON
ENSG00000168528,SERINC2
ENSG00000136205,TNS3
ENSG00000186854,TRABD2A
ENSG00000148848,ADAM12
ENSG00000072840,EVC
ENSG00000128536,CDHR3
ENSG00000102024,PLS3
ENSG00000197712,FAM114A1
ENSG00000158258,CLSTN2
ENSG00000204389,HSPA1A
ENSG00000167693,NXN
ENSG00000120594,PLXDC2
ENSG00000145416,MARCHF1
ENSG00000006432,MAP3K9
ENSG00000060718,COL11A1
ENSG00000136999,CCN3
ENSG00000141622,RNF165
ENSG00000158966,CACHD1
ENSG00000083290,ULK2
ENSG00000198225,FKBP1C
ENSG00000127241,MASP1
ENSG00000079308,TNS1
ENSG00000068971,PPP2R5B
ENSG00000187959,CPSF4L
ENSG00000140505,CYP1A2
ENSG00000168309,FAM107A
ENSG00000136960,ENPP2
ENSG00000107282,APBA1
ENSG00000149474,KAT14
ENSG00000175591,P2RY2
ENSG00000130589,HELZ2
ENSG00000111331,OAS3
ENSG00000240583,AQP1
ENSG00000099957,P2RX6
ENSG00000133985,TTC9
ENSG00000197702,PARVA
ENSG00000057704,TMCC3
ENSG00000113578,FGF1
ENSG00000041353,RAB27B
ENSG00000173083,HPSE
ENSG00000138356,AOX1
ENSG00000177459,ERICH5
ENSG00000170006,TMEM154
ENSG00000228253,MT-ATP8
ENSG00000170153,RNF150
ENSG00000104881,PPP1R13L
ENSG00000078725,BRINP1
ENSG00000066629,EML1
ENSG00000100154,TTC28
ENSG00000244731,C4A
ENSG00000143772,ITPKB
ENSG00000166073,GPR176
ENSG00000133874,RNF122
ENSG00000139625,MAP3K12
ENSG00000140511,HAPLN3
ENSG00000148344,PTGES
ENSG00000117152,RGS4
ENSG00000288674,
ENSG00000114646,CSPG5
ENSG00000133083,DCLK1
ENSG00000197122,SRC
ENSG00000164176,EDIL3
ENSG00000164266,SPINK1
ENSG00000130653,PNPLA7
ENSG00000165300,SLITRK5
ENSG00000155760,FZD7
ENSG00000072832,CRMP1
ENSG00000100100,PIK3IP1
ENSG00000101842,VSIG1
ENSG00000144645,OSBPL10
ENSG00000151135,TMEM263
ENSG00000122870,BICC1
ENSG00000107957,SH3PXD2A
ENSG00000138134,STAMBPL1
ENSG00000073464,CLCN4
ENSG00000104332,SFRP1
ENSG00000106804,C5
ENSG00000133687,TMTC1
ENSG00000159208,CIART
ENSG00000188613,NANOS1
ENSG00000205129,C4orf47
ENSG00000131738,KRT33B
ENSG00000107984,DKK1
ENSG00000177398,UMODL1
ENSG00000128408,RIBC2
ENSG00000166484,MAPK7
ENSG00000101298,SNPH
ENSG00000162377,COA7
ENSG00000165695,AK8
ENSG00000058085,LAMC2
ENSG00000081803,CADPS2
ENSG00000117115,PADI2
ENSG00000120549,KIAA1217
ENSG00000152092,ASTN1
ENSG00000100055,CYTH4
ENSG00000084112,SSH1
ENSG00000038295,TLL1
ENSG00000182809,CRIP2
ENSG00000100298,APOBEC3H
ENSG00000167767,KRT80
ENSG00000172986,GXYLT2
ENSG00000188766,SPRED3
ENSG00000058335,RASGRF1
ENSG00000149633,KIAA1755
ENSG00000169105,CHST14
ENSG00000213213,CCDC183
ENSG00000178685,PARP10
ENSG00000258839,MC1R
ENSG00000143367,TUFT1
ENSG00000189057,FAM111B
ENSG00000169902,TPST1
ENSG00000164694,FNDC1
ENSG00000171533,MAP6
ENSG00000139890,REM2
ENSG00000165886,UBTD1
ENSG00000135525,MAP7
ENSG00000188921,HACD4
ENSG00000147121,KRBOX4
ENSG00000143786,CNIH3
ENSG00000135931,ARMC9
ENSG00000068024,HDAC4
ENSG00000165246,NLGN4Y
ENSG00000187240,DYNC2H1
ENSG00000089154,GCN1
ENSG00000137752,CASP1
ENSG00000166387,PPFIBP2
ENSG00000100593,ISM2
ENSG00000170525,PFKFB3
ENSG00000154856,APCDD1
ENSG00000151376,ME3
ENSG00000157388,CACNA1D
ENSG00000128731,HERC2
ENSG00000131398,KCNC3
ENSG00000197943,PLCG2
ENSG00000159212,CLIC6
ENSG00000156299,TIAM1
ENSG00000099337,KCNK6
ENSG00000005243,COPZ2
ENSG00000159261,CLDN14
ENSG00000127252,PLAAT1
ENSG00000139287,TPH2
ENSG00000072071,ADGRL1
ENSG00000234828,IQCM
ENSG00000111728,ST8SIA1
ENSG00000133107,TRPC4
ENSG00000154529,CNTNAP3B
ENSG00000214194,SMIM30
ENSG00000103184,SEC14L5
ENSG00000107036,RIC1
ENSG00000072210,ALDH3A2
ENSG00000197415,VEPH1
ENSG00000128342,LIF
ENSG00000106366,SERPINE1
ENSG00000185010,F8
ENSG00000177453,NIM1K
ENSG00000143554,SLC27A3
ENSG00000111859,NEDD9
ENSG00000073331,ALPK1
ENSG00000109794,FAM149A
ENSG00000213859,KCTD11
ENSG00000197818,SLC9A8
ENSG00000088826,SMOX
ENSG00000164418,GRIK2
ENSG00000143630,HCN3
ENSG00000127325,BEST3
ENSG00000124225,PMEPA1
ENSG00000154611,PSMA8
ENSG00000175183,CSRP2
ENSG00000184156,KCNQ3
ENSG00000154380,ENAH
ENSG00000110888,CAPRIN2
ENSG00000163840,DTX3L
ENSG00000148346,LCN2
ENSG00000126785,RHOJ
ENSG00000171408,PDE7B
ENSG00000070087,PFN2
ENSG00000179715,PCED1B
ENSG00000082482,KCNK2
ENSG00000091436,MAP3K20
ENSG00000163069,SGCB
ENSG00000185291,IL3RA
ENSG00000121310,ECHDC2
ENSG00000167549,CORO6
ENSG00000184675,AMER1
ENSG00000137628,DDX60
ENSG00000170442,KRT86
ENSG00000100302,RASD2
ENSG00000176720,BOK
ENSG00000095397,WHRN
ENSG00000054654,SYNE2
ENSG00000101194,SLC17A9
ENSG00000139946,PELI2
ENSG00000143847,PPFIA4
ENSG00000185100,ADSS1
ENSG00000069535,MAOB
ENSG00000138829,FBN2
ENSG00000174348,PODN
ENSG00000105649,RAB3A
ENSG00000127990,SGCE
ENSG00000164362,TERT
ENSG00000169231,THBS3
ENSG00000075223,SEMA3C
ENSG00000156113,KCNMA1
ENSG00000103196,CRISPLD2
ENSG00000100439,ABHD4
ENSG00000104901,DKKL1
ENSG00000204264,PSMB8
ENSG00000170558,CDH2
ENSG00000136098,NEK3
ENSG00000145428,RNF175
ENSG00000198910,L1CAM
ENSG00000160886,LY6K
ENSG00000133121,STARD13
ENSG00000130635,COL5A1
ENSG00000082126,MPP4
ENSG00000108852,MPP2
ENSG00000148053,NTRK2
ENSG00000099999,RNF215
ENSG00000160293,VAV2
ENSG00000133872,SARAF
ENSG00000162738,VANGL2
ENSG00000177570,SAMD12
ENSG00000142233,NTN5
ENSG00000182985,CADM1
ENSG00000259330,INAFM2
ENSG00000075073,TACR2
ENSG00000163762,TM4SF18
ENSG00000072121,ZFYVE26
ENSG00000006062,MAP3K14
ENSG00000188958,UTS2B
ENSG00000275993,
ENSG00000172572,PDE3A
ENSG00000221890,NPTXR
ENSG00000284691,
ENSG00000242221,PSG2
ENSG00000203727,SAMD5
ENSG00000198133,TMEM229B
ENSG00000118322,ATP10B
ENSG00000127863,TNFRSF19
ENSG00000269964,MEI4
ENSG00000175414,ARL10
ENSG00000187689,AMTN
ENSG00000184347,SLIT3
ENSG00000109743,BST1
ENSG00000100307,CBX7
ENSG00000166503,HDGFL3
ENSG00000151693,ASAP2
ENSG00000174628,IQCK
ENSG00000162542,TMCO4
ENSG00000107719,PALD1
ENSG00000198682,PAPSS2
ENSG00000001617,SEMA3F
ENSG00000183036,PCP4
ENSG00000154065,ANKRD29
ENSG00000156466,GDF6
ENSG00000101265,RASSF2
ENSG00000080200,CRYBG3
ENSG00000149927,DOC2A
ENSG00000182197,EXT1
ENSG00000168685,IL7R
ENSG00000241852,C8orf58
ENSG00000153162,BMP6
ENSG00000151151,IPMK
ENSG00000114405,C3orf14
ENSG00000147996,CBWD5
ENSG00000144406,UNC80
ENSG00000101197,BIRC7
ENSG00000156265,MAP3K7CL
ENSG00000243566,UPK3B
ENSG00000061337,LZTS1
ENSG00000189292,ALKAL2
ENSG00000213030,CGB8
ENSG00000077498,TYR
ENSG00000134531,EMP1
ENSG00000259753,
ENSG00000151014,NOCT
ENSG00000135929,CYP27A1
ENSG00000105928,GSDME
ENSG00000187498,COL4A1
ENSG00000226887,ERVMER34-1
ENSG00000117385,P3H1
ENSG00000162654,GBP4
ENSG00000171209,CSN3
ENSG00000159788,RGS12
ENSG00000196981,WDR5B
ENSG00000206538,VGLL3
ENSG00000198797,BRINP2
ENSG00000153904,DDAH1
ENSG00000137968,SLC44A5
ENSG00000160781,PAQR6
ENSG00000162631,NTNG1
ENSG00000105737,GRIK5
ENSG00000132359,RAP1GAP2
ENSG00000197930,ERO1A
ENSG00000167105,TMEM92
ENSG00000142494,SLC47A1
ENSG00000135253,KCP
ENSG00000164970,FAM219A
ENSG00000145780,FEM1C
ENSG00000198899,MT-ATP6
ENSG00000185614,INKA1
ENSG00000089057,SLC23A2
ENSG00000125872,LRRN4
ENSG00000205269,TMEM170B
ENSG00000170989,S1PR1
ENSG00000138678,GPAT3
ENSG00000084636,COL16A1
ENSG00000171195,MUC7
ENSG00000127329,PTPRB
ENSG00000139304,PTPRQ
ENSG00000169213,RAB3B
ENSG00000139174,PRICKLE1
ENSG00000170017,ALCAM
ENSG00000138119,MYOF
ENSG00000185345,PRKN
ENSG00000183111,ARHGEF37
ENSG00000277758,SYT15B
ENSG00000107165,TYRP1
ENSG00000238243,OR2W3
ENSG00000118094,TREH
ENSG00000166173,LARP6
ENSG00000142619,PADI3
ENSG00000150510,FAM124A
ENSG00000154175,ABI3BP
ENSG00000163235,TGFA
ENSG00000182326,C1S
ENSG00000148677,ANKRD1
ENSG00000124818,OPN5
ENSG00000184602,SNN
ENSG00000180801,ARSJ
ENSG00000258989,
ENSG00000011201,ANOS1
ENSG00000081052,COL4A4
ENSG00000197249,SERPINA1
ENSG00000134780,DAGLA
ENSG00000169439,SDC2
ENSG00000114115,RBP1
ENSG00000196337,CGB7
ENSG00000173406,DAB1
ENSG00000148204,CRB2
ENSG00000100784,RPS6KA5
ENSG00000196189,SEMA4A
ENSG00000050438,SLC4A8
ENSG00000128512,DOCK4
ENSG00000112414,ADGRG6
ENSG00000167191,GPRC5B
ENSG00000180773,SLC36A4
ENSG00000105679,GAPDHS
ENSG00000134253,TRIM45
ENSG00000166016,ABTB2
ENSG00000100628,ASB2
ENSG00000204764,RANBP17
ENSG00000187905,LRRC74B
ENSG00000179314,WSCD1
ENSG00000159784,FAM131B
ENSG00000008277,ADAM22
ENSG00000102230,PCYT1B
ENSG00000139926,FRMD6
ENSG00000182667,NTM
