perturbation,spearman_rho,target_gene
8216_SNRNP200_P1P2_ENSG00000144028,0.2575180377635482,SNRNP200
9534_UBL5_P1P2_ENSG00000198258,0.2557960435409798,UBL5
1458_CDT1_P1P2_ENSG00000167513,0.25511158161659403,CDT1
8271_SON_P1_ENSG00000159140,0.25437327332869325,SON
1588_CHMP6_P1P2_ENSG00000176108,0.2501006007119098,CHMP6
3336_GEMIN5_P1P2_ENSG00000082516,0.24989231644178506,GEMIN5
6791_PRPF18_P1P2_ENSG00000165630,0.249360389645901,PRPF18
1478_CENPC_P1P2_ENSG00000145241,0.24917619864170112,CENPC
9712_VCP_P1P2_ENSG00000165280,0.24712398300763594,VCP
8331_SPC24_P1P2_ENSG00000161888,0.2469079256784593,SPC24
9242_TRAPPC11_P1P2_ENSG00000168538,0.2452692005675695,TRAPPC11
1771_COPB1_P1P2_ENSG00000129083,0.24344782264719142,COPB1
6802_PRPF6_P1P2_ENSG00000101161,0.24280551437595735,PRPF6
6792_PRPF19_P1P2_ENSG00000110107,0.24186125032313374,PRPF19
6515_POLD1_P1P2_ENSG00000062822,0.24065624403754235,POLD1
5587_NEDD8-MDP1_P1P2_nan,0.23884001368750238,NEDD8-MDP1
8433_SRSF3_P1P2_ENSG00000112081,0.23871188172081279,SRSF3
6533_POLR1A_P1P2_ENSG00000068654,0.23828109084741161,POLR1A
1774_COPG1_P1_ENSG00000181789,0.2378640621291774,COPG1
6291_PHF5A_P1P2_ENSG00000100410,0.23760873569596105,PHF5A
8426_SRRT_P1P2_ENSG00000087087,0.23752869927527956,SRRT
9886_XAB2_P1P2_ENSG00000076924,0.23695112533873705,XAB2
7431_RPL10A_P1P2_ENSG00000198755,0.23631822939552594,RPL10A
6862_PSMC5_P1P2_ENSG00000087191,0.2351998585416421,PSMC5
5422_NAA10_P1P2_ENSG00000102030,0.23517185419650244,NAA10
7418_RPA1_P1P2_ENSG00000132383,0.23468549386900936,RPA1
1839_CPSF1_P1P2_ENSG00000071894,0.23247402820729654,CPSF1
6632_PPIL4_P1P2_ENSG00000131013,0.2324542157038569,PPIL4
7833_SF3A2_P1_ENSG00000104897,0.2323433736707246,SF3A2
7675_SCAF1_P1P2_ENSG00000126461,0.23179875552061727,SCAF1
6803_PRPF8_P1P2_ENSG00000174231,0.23172552547318148,PRPF8
7837_SF3B3_P1P2_ENSG00000189091,0.2317216287711161,SF3B3
1842_CPSF3_P1P2_ENSG00000119203,0.23163839351360996,CPSF3
7519_RPS28_P1P2_ENSG00000233927,0.2315718474951124,RPS28
435_ARCN1_P1P2_ENSG00000095139,0.231385678191958,ARCN1
6857_PSMC1_P1P2_ENSG00000100764,0.23122703151320578,PSMC1
8557_STX5_P1P2_ENSG00000162236,0.23094771804647882,STX5
5683_NKAP_P1P2_ENSG00000101882,0.2306747735546482,NKAP
1568_CHEK1_P1P2_ENSG00000149554,0.23027782036073266,CHEK1
9474_U2AF2_P1P2_ENSG00000063244,0.23004318924360923,U2AF2
9475_U2SURP_P1P2_ENSG00000163714,0.22838524624743856,U2SURP
6512_POLA1_P1P2_ENSG00000101868,0.2283607019723441,POLA1
7010_RAB18_P1P2_ENSG00000099246,0.2281927835404138,RAB18
8853_TFIP11_P1P2_ENSG00000100109,0.22761368795376524,TFIP11
2382_DSN1_P1P2_ENSG00000149636,0.22695834843026885,DSN1
9400_TTK_P1P2_ENSG00000112742,0.22659876590256348,TTK
3072_FGFR1OP_P1P2_ENSG00000213066,0.22614874330406756,FGFR1OP
9341_TSG101_P1P2_ENSG00000074319,0.22448917699464876,TSG101
3583_GTF3A_P1P2_ENSG00000122034,0.22374445203896737,GTF3A
2593_ELL_P1P2_ENSG00000105656,0.22359931052071363,ELL
7839_SF3B5_P1P2_ENSG00000169976,0.2233159085617897,SF3B5
6119_PCF11_P1P2_ENSG00000165494,0.22292251179210273,PCF11
5494_NCBP2_P1P2_ENSG00000114503,0.2228632088304182,NCBP2
7835_SF3B1_P1P2_ENSG00000115524,0.22268789977220482,SF3B1
7142_RBBP6_P1P2_ENSG00000122257,0.22243679208972086,RBBP6
7420_RPA3_P1P2_ENSG00000106399,0.22218683371299194,RPA3
3570_GTF2E2_P1P2_ENSG00000197265,0.22173425464136365,GTF2E2
5519_NDC80_P1P2_ENSG00000080986,0.22164539525093666,NDC80
6868_PSMD14_P1P2_ENSG00000115233,0.2209918256930253,PSMD14
7310_RINT1_P1P2_ENSG00000135249,0.22067232737366796,RINT1
6797_PRPF3_P1P2_ENSG00000117360,0.22032590891074805,PRPF3
3479_GOSR2_P1P2_ENSG00000108433,0.22009929862835043,GOSR2
7658_SART1_P1P2_ENSG00000175467,0.2197882065604525,SART1
7193_RBX1_P1P2_ENSG00000100387,0.21969222130073285,RBX1
