perturbation,spearman_rho,gene_symbol,ensembl_id
2629_EMP3_P1P2_ENSG00000142227,-0.018535989403599115,EMP3,ENSG00000142227
9031_TMEM192_P1P2_ENSG00000170088,-0.01854867838634827,TMEM192,ENSG00000170088
2844_FAM122A_P1P2_ENSG00000187866,-0.018566343724139137,FAM122A,ENSG00000187866
6041_PAIP1_P1P2_ENSG00000172239,-0.01857180759818397,PAIP1,ENSG00000172239
8174_SMIM14_P1P2_ENSG00000163683,-0.018607351202025963,SMIM14,ENSG00000163683
1890_CSAD_P1P2_ENSG00000139631,-0.018622268705435614,CSAD,ENSG00000139631
10733_ZSWIM7_P1P2_ENSG00000214941,-0.018655222485008078,ZSWIM7,ENSG00000214941
9109_TMPO_P1P2_ENSG00000120802,-0.018672423427226803,TMPO,ENSG00000120802
5108_MLH1_P1P2_ENSG00000076242,-0.018677598258384415,MLH1,ENSG00000076242
3570_GTF2E2_P1P2_ENSG00000197265,-0.01868167279961799,GTF2E2,ENSG00000197265
7303_RIC8A_P2_ENSG00000177963,-0.018741003669602265,RIC8A,ENSG00000177963
9401_TTLL12_P1P2_ENSG00000100304,-0.01874747630332351,TTLL12,ENSG00000100304
8985_TMEM109_P1P2_ENSG00000110108,-0.018752031623742952,TMEM109,ENSG00000110108
7852_SGK1_P2_ENSG00000118515,-0.018755243376476494,SGK1,ENSG00000118515
7316_RIPK2_P1P2_ENSG00000104312,-0.01878971510390991,RIPK2,ENSG00000104312
1477_CENPB_P1P2_ENSG00000125817,-0.018803653715408163,CENPB,ENSG00000125817
6668_PPP1R35_P1P2_ENSG00000160813,-0.01885330839300446,PPP1R35,ENSG00000160813
9208_TPMT_P1P2_ENSG00000137364,-0.018861971012877836,TPMT,ENSG00000137364
5014_MEX3C_P1P2_ENSG00000176624,-0.01886970868642557,MEX3C,ENSG00000176624
34_ABCF1_P2_ENSG00000204574,-0.018912680692469236,ABCF1,ENSG00000204574
4223_ITGA5_P1P2_ENSG00000161638,-0.0189143715933595,ITGA5,ENSG00000161638
7378_RNF214_P1P2_ENSG00000167257,-0.018917466279205382,RNF214,ENSG00000167257
8792_TCP11L1_P1P2_ENSG00000176148,-0.018933415665722427,TCP11L1,ENSG00000176148
5607_NETO2_P1P2_ENSG00000171208,-0.0189565583662262,NETO2,ENSG00000171208
2391_DTWD1_P1P2_ENSG00000104047,-0.01896245869503074,DTWD1,ENSG00000104047
7808_SERTAD1_P1P2_ENSG00000197019,-0.01897112323731344,SERTAD1,ENSG00000197019
6838_PSENEN_P1P2_ENSG00000205155,-0.01903904831581119,PSENEN,ENSG00000205155
6245_PFKL_P2_ENSG00000141959,-0.01908260611543963,PFKL,ENSG00000141959
9392_TTC7A_P1P2_ENSG00000068724,-0.019119547723379496,TTC7A,ENSG00000068724
8736_TBL2_P2_ENSG00000106638,-0.019127772920473615,TBL2,ENSG00000106638
1771_COPB1_P1P2_ENSG00000129083,-0.019153847479330133,COPB1,ENSG00000129083
9687_UTP6_P1P2_ENSG00000108651,-0.01918816458247584,UTP6,ENSG00000108651
9349_TSPAN13_P1P2_ENSG00000106537,-0.019192869232581726,TSPAN13,ENSG00000106537
1552_CHCHD5_P1P2_ENSG00000125611,-0.019230504543450933,CHCHD5,ENSG00000125611
10196_ZNF197_P1P2_ENSG00000186448,-0.01924927884245245,ZNF197,ENSG00000186448
512_ARL5B_P1P2_ENSG00000165997,-0.019272499584535776,ARL5B,ENSG00000165997
1464_CDYL_P2_ENSG00000153046,-0.01927428297914995,CDYL,ENSG00000153046
6718_PRCP_P1_ENSG00000137509,-0.019307630820525324,PRCP,ENSG00000137509
2506_EGLN1_P1P2_ENSG00000135766,-0.019330628036109198,EGLN1,ENSG00000135766
1494_CEP104_P1P2_ENSG00000116198,-0.019331364131995328,CEP104,ENSG00000116198
2173_DGCR2_P1P2_ENSG00000070413,-0.019334771947635703,DGCR2,ENSG00000070413
8362_SPINT2_P1P2_ENSG00000167642,-0.019346625596440778,SPINT2,ENSG00000167642
1628_CKAP5_P1_ENSG00000175216,-0.019350465049459413,CKAP5,ENSG00000175216
2431_DYNLT3_P1P2_ENSG00000165169,-0.019372924645273047,DYNLT3,ENSG00000165169
4018_ID1_P1P2_ENSG00000125968,-0.019383689565869573,ID1,ENSG00000125968
10647_ZNF800_P1P2_ENSG00000048405,-0.019387791084439287,ZNF800,ENSG00000048405
9900_XPO7_P1P2_ENSG00000130227,-0.019393773308728542,XPO7,ENSG00000130227
8826_TEX10_P1P2_ENSG00000136891,-0.019397535683643913,TEX10,ENSG00000136891
2313_DNM2_P1P2_ENSG00000079805,-0.019400843297750055,DNM2,ENSG00000079805
6170_PDE7A_P1P2_ENSG00000205268,-0.019401282642938635,PDE7A,ENSG00000205268
10536_ZNF667_P1P2_ENSG00000198046,-0.019405801346742243,ZNF667,ENSG00000198046
7597_RUFY3_P2_ENSG00000018189,-0.019429071226116396,RUFY3,ENSG00000018189
5471_NAT14_P1P2_ENSG00000090971,-0.019429796723763326,NAT14,ENSG00000090971
5338_MTO1_P1P2_ENSG00000135297,-0.01943940932671612,MTO1,ENSG00000135297
2486_EEF1E1_P1P2_ENSG00000124802,-0.019514017076766504,EEF1E1,ENSG00000124802
8770_ELOB_P1P2_ENSG00000103363,-0.019546159609302154,ELOB,ENSG00000103363
724_B2M_P2_ENSG00000166710,-0.019552087878919128,B2M,ENSG00000166710
5582_NECAP2_P1P2_ENSG00000157191,-0.019555532306658553,NECAP2,ENSG00000157191
1388_CDC14B_P1P2_ENSG00000081377,-0.019561451904988907,CDC14B,ENSG00000081377
7245_RFC1_P1P2_ENSG00000035928,-0.019572659061202893,RFC1,ENSG00000035928
6056_PANK3_P1P2_ENSG00000120137,-0.01958853522824011,PANK3,ENSG00000120137
1164_CAMK2G_P1P2_ENSG00000148660,-0.019596920357680226,CAMK2G,ENSG00000148660
2727_ESCO1_P1P2_ENSG00000141446,-0.01960237267000957,ESCO1,ENSG00000141446
7880_SH3BP5L_P1P2_ENSG00000175137,-0.019629615453324954,SH3BP5L,ENSG00000175137
9606_UQCC2_P1P2_ENSG00000137288,-0.01971342294728121,UQCC2,ENSG00000137288
8574_SUCO_P1P2_ENSG00000094975,-0.019735866163997896,SUCO,ENSG00000094975
2106_DDX19A_P1P2_ENSG00000168872,-0.019736767977806036,DDX19A,ENSG00000168872
7223_REEP4_P1P2_ENSG00000168476,-0.019743624075091,REEP4,ENSG00000168476
3486_GPANK1_P1P2_ENSG00000204438,-0.01975925262400323,GPANK1,ENSG00000204438
9969_ZBTB11_P1P2_ENSG00000066422,-0.019791694797665304,ZBTB11,ENSG00000066422
2662_EPB41_P1_ENSG00000159023,-0.019809139499385592,EPB41,ENSG00000159023
9076_TMEM50A_P1P2_ENSG00000183726,-0.01983300095320226,TMEM50A,ENSG00000183726
9098_TMEM87A_P1P2_ENSG00000103978,-0.019840094065654748,TMEM87A,ENSG00000103978
8306_SP1_P1P2_ENSG00000185591,-0.019847121661719466,SP1,ENSG00000185591
8182_SMIM8_P1P2_ENSG00000111850,-0.019847458878421226,SMIM8,ENSG00000111850
8718_TBC1D31_P1P2_ENSG00000156787,-0.01986276948015751,TBC1D31,ENSG00000156787
4214_ISOC2_P2_ENSG00000063241,-0.019877362292057183,ISOC2,ENSG00000063241
5089_NIFK_P1P2_ENSG00000155438,-0.019889872068216255,NIFK,ENSG00000155438
396_APC_P2_ENSG00000134982,-0.019895189493864894,APC,ENSG00000134982
2471_ECT2_P1P2_ENSG00000114346,-0.01998377728489403,ECT2,ENSG00000114346
2721_ERP44_P1P2_ENSG00000023318,-0.019989252720654355,ERP44,ENSG00000023318
3820_HMBS_P2_ENSG00000256269,-0.019991419578832246,HMBS,ENSG00000256269
1453_CDKN3_P1P2_ENSG00000100526,-0.01999437070671081,CDKN3,ENSG00000100526
3053_FDXR_P1P2_ENSG00000161513,-0.020008674475723253,FDXR,ENSG00000161513
7689_SCCPDH_P1P2_ENSG00000143653,-0.020030334386215563,SCCPDH,ENSG00000143653
7726_SDHB_P1P2_ENSG00000117118,-0.020035218247533366,SDHB,ENSG00000117118
1249_CCDC124_P2_ENSG00000007080,-0.02006976561689073,CCDC124,ENSG00000007080
317_ANKHD1_P1P2_ENSG00000131503,-0.020082483503928605,ANKHD1,ENSG00000131503
6320_PIAS2_P1_ENSG00000078043,-0.02009136386490043,PIAS2,ENSG00000078043
5445_NADK_P1_ENSG00000008130,-0.020104470032883476,NADK,ENSG00000008130
2627_EML4_P1P2_ENSG00000143924,-0.020123332008227454,EML4,ENSG00000143924
8801_TDP2_P1P2_ENSG00000111802,-0.02013986815180557,TDP2,ENSG00000111802
5574_NDUFV1_P1_ENSG00000167792,-0.020155496700717795,NDUFV1,ENSG00000167792
6413_PLAGL1_P2_ENSG00000118495,-0.020190109586462925,PLAGL1,ENSG00000118495
2299_DNAJC3_P1P2_ENSG00000102580,-0.020218976299610034,DNAJC3,ENSG00000102580
6871_PSMD3_P1P2_ENSG00000108344,-0.02021955438538448,PSMD3,ENSG00000108344
9420_TUBB_P1_ENSG00000196230,-0.02022420123153476,TUBB,ENSG00000196230
10212_ZNF217_P2_ENSG00000171940,-0.02024248993848574,ZNF217,ENSG00000171940
3656_HCCS_P1P2_ENSG00000004961,-0.020249297861956173,HCCS,ENSG00000004961
2178_DGKH_P2_ENSG00000102780,-0.02026466241836473,DGKH,ENSG00000102780
2834_FAM114A2_P1P2_ENSG00000055147,-0.020267960397707962,FAM114A2,ENSG00000055147
6187_PDLIM2_P2_ENSG00000120913,-0.020299317697066655,PDLIM2,ENSG00000120913
1831_CPNE1_P1P2_ENSG00000214078,-0.020323088584111994,CPNE1,ENSG00000214078
5048_MIA3_P2_ENSG00000154305,-0.02033050542459817,MIA3,ENSG00000154305
3410_GLUD1_P1P2_ENSG00000148672,-0.020341880225686747,GLUD1,ENSG00000148672
8449_SSBP4_P1P2_ENSG00000130511,-0.02039236494301941,SSBP4,ENSG00000130511
5737_NOL8_P1P2_ENSG00000198000,-0.020394646931702155,NOL8,ENSG00000198000
9929_YIF1B_P1P2_ENSG00000167645,-0.020508212368770585,YIF1B,ENSG00000167645
10143_ZMYM2_P1P2_ENSG00000121741,-0.020527420708901293,ZMYM2,ENSG00000121741
9111_TMSB4X_P2_ENSG00000205542,-0.020528464153724172,TMSB4X,ENSG00000205542
4261_JRK_P1_ENSG00000234616,-0.0205596615160186,JRK,ENSG00000234616
4502_LAMP2_P1P2_ENSG00000005893,-0.02056711496860383,LAMP2,ENSG00000005893
3681_HEBP1_P1P2_ENSG00000013583,-0.02057257402526721,HEBP1,ENSG00000013583
4554_LEPROTL1_P1P2_ENSG00000104660,-0.020576830663519733,LEPROTL1,ENSG00000104660
7736_SEC14L1_P1_ENSG00000129657,-0.02060399491406109,SEC14L1,ENSG00000129657
178_AFTPH_P1P2_ENSG00000119844,-0.02060980178566543,AFTPH,ENSG00000119844
1858_CREB3L1_P1P2_ENSG00000157613,-0.020645526523050083,CREB3L1,ENSG00000157613
5724_NNT_P1P2_ENSG00000112992,-0.020676990768277045,NNT,ENSG00000112992
569_ASB8_P1P2_ENSG00000177981,-0.020690407175625713,ASB8,ENSG00000177981
6615_PPDPF_P1P2_ENSG00000125534,-0.020691884184779432,PPDPF,ENSG00000125534
6850_PSMB2_P1P2_ENSG00000126067,-0.020700645074691205,PSMB2,ENSG00000126067
4414_KLF16_P1P2_ENSG00000129911,-0.020714469032510865,KLF16,ENSG00000129911
6392_PKIG_P1P2_ENSG00000168734,-0.020742425260563215,PKIG,ENSG00000168734
8709_TBC1D15_P1P2_ENSG00000121749,-0.020765356964761044,TBC1D15,ENSG00000121749
3979_HSPA8_P1P2_ENSG00000109971,-0.020769981645954904,HSPA8,ENSG00000109971
1383_CD9_P1P2_ENSG00000010278,-0.020830720154799958,CD9,ENSG00000010278
2908_FAM217B_P1_ENSG00000196227,-0.0208384848102271,FAM217B,ENSG00000196227
8451_ITPRID2_P1P2_ENSG00000138434,-0.020850701689593788,ITPRID2,ENSG00000138434
5315_MTG2_P1P2_ENSG00000101181,-0.020894765314274866,MTG2,ENSG00000101181
4825_MAPK12_P1P2_ENSG00000188130,-0.02089483083066264,MAPK12,ENSG00000188130
5374_MYC_P1P2_ENSG00000136997,-0.020923963463265995,MYC,ENSG00000136997
10537_ZNF668_ENST00000417110.2_ENSG00000167394,-0.020953388029185442,ZNF668,ENSG00000167394
9047_TMEM222_P1P2_ENSG00000186501,-0.021003615011698437,TMEM222,ENSG00000186501
4643_LRFN4_P1P2_ENSG00000173621,-0.02100859040326386,LRFN4,ENSG00000173621
5383_MYL12A_P1_ENSG00000101608,-0.021032741863444046,MYL12A,ENSG00000101608
7883_SH3GL1_P1P2_ENSG00000141985,-0.021045494440697598,SH3GL1,ENSG00000141985
6164_PDE12_P1P2_ENSG00000174840,-0.02104772006586002,PDE12,ENSG00000174840
6080_PARPBP_P1P2_ENSG00000185480,-0.02105239485282273,PARPBP,ENSG00000185480
1925_CTBS_P1P2_ENSG00000117151,-0.021062521952114787,CTBS,ENSG00000117151
2057_DCAF5_P1P2_ENSG00000139990,-0.021075348711973512,DCAF5,ENSG00000139990
1306_CCDC90B_P1P2_ENSG00000137500,-0.021089644773175636,CCDC90B,ENSG00000137500
4689_LSM14B_P1P2_ENSG00000149657,-0.02111656044683398,LSM14B,ENSG00000149657
3444_GNL1_P1P2_ENSG00000204590,-0.021137516056157754,GNL1,ENSG00000204590
4050_IFRD2_P1P2_ENSG00000214706,-0.021147397468995667,IFRD2,ENSG00000214706
9460_TXNRD2_P1P2_ENSG00000184470,-0.02118050829520352,TXNRD2,ENSG00000184470
3936_HPS6_P1P2_ENSG00000166189,-0.02120578316873872,HPS6,ENSG00000166189
6863_PSMC6_P1P2_ENSG00000100519,-0.02124250895798946,PSMC6,ENSG00000100519
8064_SLC38A2_P1P2_ENSG00000134294,-0.021243042723854532,SLC38A2,ENSG00000134294
7348_RNF139_P1P2_ENSG00000170881,-0.021259727242781423,RNF139,ENSG00000170881
7702_SCO1_P1P2_ENSG00000133028,-0.021263983881033944,SCO1,ENSG00000133028
9220_TRA2A_P2_ENSG00000164548,-0.0212795160823171,TRA2A,ENSG00000164548
7978_SLC20A2_P1P2_ENSG00000168575,-0.021289475536734565,SLC20A2,ENSG00000168575
3805_HK2_P1P2_ENSG00000159399,-0.02129849656524484,HK2,ENSG00000159399
5878_NUF2_P1P2_ENSG00000143228,-0.02129911415354721,NUF2,ENSG00000143228
160_ADORA2B_P1P2_ENSG00000170425,-0.02131204785927421,ADORA2B,ENSG00000170425
5930_OGFOD3_P1P2_ENSG00000181396,-0.021312373514260487,OGFOD3,ENSG00000181396
10408_ZNF511_P1P2_ENSG00000198546,-0.021316086751885028,ZNF511,ENSG00000198546
9848_WDR83OS_P1P2_ENSG00000105583,-0.021333189419522103,WDR83OS,ENSG00000105583
5523_NDFIP1_P1P2_ENSG00000131507,-0.021365417701447627,NDFIP1,ENSG00000131507
1379_CD81_P1_ENSG00000110651,-0.02137772178056786,CD81,ENSG00000110651
6203_PDXP_P1P2_ENSG00000241360,-0.021386704270028666,PDXP,ENSG00000241360
1846_CPT1A_P1P2_ENSG00000110090,-0.021396099603926504,CPT1A,ENSG00000110090
7425_RPE_P1P2_ENSG00000197713,-0.021399735763447787,RPE,ENSG00000197713
4738_LZTS2_P2_ENSG00000107816,-0.02141665440711333,LZTS2,ENSG00000107816
8261_SOAT1_P1P2_ENSG00000057252,-0.021424066430218058,SOAT1,ENSG00000057252
8937_TJP1_P1P2_ENSG00000104067,-0.021425159012331763,TJP1,ENSG00000104067
3742_HIRIP3_P1P2_ENSG00000149929,-0.021429722999521037,HIRIP3,ENSG00000149929
2119_DDX3X_P1P2_ENSG00000215301,-0.021449269043031446,DDX3X,ENSG00000215301
658_ATP5PB_P1P2_ENSG00000116459,-0.021501998173471513,ATP5PB,ENSG00000116459
9774_VTA1_P1P2_ENSG00000009844,-0.021503686183932908,VTA1,ENSG00000009844
6769_PRKRA_P1P2_ENSG00000180228,-0.021517074173913794,PRKRA,ENSG00000180228
5591_NEIL3_P1P2_ENSG00000109674,-0.02152400881007153,NEIL3,ENSG00000109674
9615_UQCRH_P1P2_ENSG00000173660,-0.021526389544433137,UQCRH,ENSG00000173660
5469_NASP_P1P2_ENSG00000132780,-0.02153455596428848,NASP,ENSG00000132780
5910_NXF1_P1_ENSG00000162231,-0.02154534689874486,NXF1,ENSG00000162231
5031_MFSD6_P1P2_ENSG00000151690,-0.021593904176845986,MFSD6,ENSG00000151690
3633_HAT1_P1P2_ENSG00000128708,-0.0215962145929912,HAT1,ENSG00000128708
5006_METTL5_P1P2_ENSG00000138382,-0.02160000105481384,METTL5,ENSG00000138382
7198_RCC1_P1_ENSG00000180198,-0.02160109460040384,RCC1,ENSG00000180198
1352_CCT8_P1P2_ENSG00000156261,-0.021603874229502648,CCT8,ENSG00000156261
6901_PTCD2_P1P2_ENSG00000049883,-0.02160836402901754,PTCD2,ENSG00000049883
10211_ZNF217_P1_ENSG00000171940,-0.02161539933289258,ZNF217,ENSG00000171940
4060_IFT88_P1P2_ENSG00000032742,-0.021616187456498414,IFT88,ENSG00000032742
23_ABCB8_P1P2_ENSG00000197150,-0.021617426487008314,ABCB8,ENSG00000197150
10236_ZNF24_P1P2_ENSG00000172466,-0.02162789080300213,ZNF24,ENSG00000172466
8134_SMAD6_P1P2_ENSG00000137834,-0.021632093486582373,SMAD6,ENSG00000137834
4168_IPP_P1P2_ENSG00000197429,-0.021645103306936347,IPP,ENSG00000197429
9172_TONSL_P1P2_ENSG00000160949,-0.021663464274609134,TONSL,ENSG00000160949
10057_ZDHHC8_P1P2_ENSG00000099904,-0.021724509168914653,ZDHHC8,ENSG00000099904
9229_TRAF3IP2_P1P2_ENSG00000056972,-0.021732479044791725,TRAF3IP2,ENSG00000056972
2564_EIF4EBP1_P1P2_ENSG00000187840,-0.021739818807174644,EIF4EBP1,ENSG00000187840
1204_CASP6_P1P2_ENSG00000138794,-0.02174240188711014,CASP6,ENSG00000138794
1150_CACYBP_P1P2_ENSG00000116161,-0.021751386303521365,CACYBP,ENSG00000116161
844_BLOC1S1_P1P2_ENSG00000135441,-0.021764451042023913,BLOC1S1,ENSG00000135441
5118_MLX_P1P2_ENSG00000108788,-0.021834349319965113,MLX,ENSG00000108788
8992_TMEM126A_P1P2_ENSG00000171202,-0.02184377019113605,TMEM126A,ENSG00000171202
"3575_GTF2H2_ENST00000274400.5,ENST00000330280.7_ENSG00000145736",-0.02185461700721729,GTF2H2,ENSG00000145736
742_BABAM1_P1P2_ENSG00000105393,-0.0218675189182267,BABAM1,ENSG00000105393
2903_FAM210B_P1P2_ENSG00000124098,-0.021868969913520567,FAM210B,ENSG00000124098
6460_PLRG1_P1P2_ENSG00000171566,-0.021884403840222062,PLRG1,ENSG00000171566
9292_TRIP10_P1_ENSG00000125733,-0.021910289557725594,TRIP10,ENSG00000125733
9238_TRAM1_P1P2_ENSG00000067167,-0.021916443280794604,TRAM1,ENSG00000067167
8251_SNX27_P1P2_ENSG00000143376,-0.02191671979849005,SNX27,ENSG00000143376
9145_TNNT1_P1_ENSG00000105048,-0.021943808897880727,TNNT1,ENSG00000105048
1566_CHD9_P2_ENSG00000177200,-0.021952178616418457,CHD9,ENSG00000177200
7738_SEC22A_P1P2_ENSG00000121542,-0.0219642442300075,SEC22A,ENSG00000121542
589_ASPM_P1P2_ENSG00000066279,-0.021980143515757423,ASPM,ENSG00000066279
6323_PIAS4_P1P2_ENSG00000105229,-0.022008224995727573,PIAS4,ENSG00000105229
5517_NCSTN_P1P2_ENSG00000162736,-0.022049126491222412,NCSTN,ENSG00000162736
2298_DNAJC30_P1P2_ENSG00000176410,-0.022050809684302352,DNAJC30,ENSG00000176410
652_ATP5F1A_P2_ENSG00000152234,-0.02208240592578115,ATP5F1A,ENSG00000152234
8910_TIGD5_P1P2_ENSG00000179886,-0.022110212815008433,TIGD5,ENSG00000179886
5480_NBN_P1P2_ENSG00000104320,-0.022131543216609307,NBN,ENSG00000104320
8439_SRSF8_P1P2_ENSG00000263465,-0.022148818346502425,SRSF8,ENSG00000263465
8938_TJP2_P2_ENSG00000119139,-0.022153633801003582,TJP2,ENSG00000119139
4315_KDELR2_P1P2_ENSG00000136240,-0.02218584570383217,KDELR2,ENSG00000136240
1823_COX7C_P1P2_ENSG00000127184,-0.02218939418701099,COX7C,ENSG00000127184
10353_ZNF430_P1P2_ENSG00000118620,-0.022196922790746903,ZNF430,ENSG00000118620
9211_TPRA1_P1P2_ENSG00000163870,-0.022202346198787522,TPRA1,ENSG00000163870
3728_HIGD1A_P1P2_ENSG00000181061,-0.022207608706287588,HIGD1A,ENSG00000181061
30_ABCD3_P1P2_ENSG00000117528,-0.022240424708750473,ABCD3,ENSG00000117528
3175_FOXN3_P1_ENSG00000053254,-0.022269118959641537,FOXN3,ENSG00000053254
2034_DAZAP2_P1P2_ENSG00000183283,-0.022269702826273732,DAZAP2,ENSG00000183283
8596_SUPT3H_P1P2_ENSG00000196284,-0.022313424416871595,SUPT3H,ENSG00000196284
6019_P4HA2_P1P2_ENSG00000072682,-0.022345632465795018,P4HA2,ENSG00000072682
8805_TEAD2_P1P2_ENSG00000074219,-0.022349402072165847,TEAD2,ENSG00000074219
6861_PSMC4_P1P2_ENSG00000013275,-0.02236356179608955,PSMC4,ENSG00000013275
4993_METTL15_P1_ENSG00000169519,-0.022379189381525486,METTL15,ENSG00000169519
7931_SIX1_P1P2_ENSG00000126778,-0.022383784199956066,SIX1,ENSG00000126778
4684_LSG1_P1P2_ENSG00000041802,-0.022396125367764256,LSG1,ENSG00000041802
409_NAXE_P1P2_ENSG00000163382,-0.02241275496854257,NAXE,ENSG00000163382
7886_SH3GLB2_P1P2_ENSG00000148341,-0.022419785455036163,SH3GLB2,ENSG00000148341
5063_MID1IP1_P1P2_ENSG00000165175,-0.022421068805455437,MID1IP1,ENSG00000165175
9304_TRMT11_P1P2_ENSG00000066651,-0.022443507204790675,TRMT11,ENSG00000066651
5158_MOV10_P1P2_ENSG00000155363,-0.022450161935530875,MOV10,ENSG00000155363
3576_GTF2H3_P1P2_ENSG00000111358,-0.02247556206098387,GTF2H3,ENSG00000111358
4720_LY6E_P1P2_ENSG00000160932,-0.022500286789557046,LY6E,ENSG00000160932
5640_NFIX_P1_ENSG00000008441,-0.022501648181555874,NFIX,ENSG00000008441
7679_SCAMP1_P1P2_ENSG00000085365,-0.022507482993972646,SCAMP1,ENSG00000085365
3855_HNRNPA0_P1P2_ENSG00000177733,-0.022514231181913046,HNRNPA0,ENSG00000177733
10314_ZNF35_P1P2_ENSG00000169981,-0.0225345191075952,ZNF35,ENSG00000169981
6493_PNO1_P1P2_ENSG00000115946,-0.022552744219683125,PNO1,ENSG00000115946
7127_RASSF3_P1P2_ENSG00000153179,-0.022599737775764368,RASSF3,ENSG00000153179
1740_COG1_P1P2_ENSG00000166685,-0.02261904969453613,COG1,ENSG00000166685
2091_DDHD2_P1P2_ENSG00000085788,-0.022657080994160833,DDHD2,ENSG00000085788
7644_SAMHD1_P1P2_ENSG00000101347,-0.02266294952824778,SAMHD1,ENSG00000101347
8405_SRFBP1_P1P2_ENSG00000151304,-0.022663653829416316,SRFBP1,ENSG00000151304
3617_H3F3A_P1P2_ENSG00000163041,-0.022763771541216837,H3F3A,ENSG00000163041
2037_DBI_P1_ENSG00000155368,-0.02279623780178618,DBI,ENSG00000155368
2704_ERGIC3_P1P2_ENSG00000125991,-0.02280841084847548,ERGIC3,ENSG00000125991
3868_HNRNPH3_P1P2_ENSG00000096746,-0.022822525288902953,HNRNPH3,ENSG00000096746
2720_ERP29_P1P2_ENSG00000089248,-0.022837117137326335,ERP29,ENSG00000089248
4702_LTA4H_P1P2_ENSG00000111144,-0.022839822578750755,LTA4H,ENSG00000111144
7757_SECISBP2_P1P2_ENSG00000187742,-0.02286175515303335,SECISBP2,ENSG00000187742
5025_MFSD11_P1P2_ENSG00000092931,-0.02286331694810065,MFSD11,ENSG00000092931
2073_DCTN1_P1P2_ENSG00000204843,-0.022889896368533523,DCTN1,ENSG00000204843
8052_SLC35F5_P1P2_ENSG00000115084,-0.02290157466465368,SLC35F5,ENSG00000115084
3243_G6PC3_P1P2_ENSG00000141349,-0.022909948237096574,G6PC3,ENSG00000141349
7293_RHOG_P1P2_ENSG00000177105,-0.022953299852798793,RHOG,ENSG00000177105
7833_SF3A2_P1_ENSG00000104897,-0.0229806982280788,SF3A2,ENSG00000104897
7134_RB1CC1_P2_ENSG00000023287,-0.022985675546596803,RB1CC1,ENSG00000023287
525_ARMC8_P1P2_ENSG00000114098,-0.022987882870778905,ARMC8,ENSG00000114098
9950_YTHDF3_P1P2_ENSG00000185728,-0.023042673840481177,YTHDF3,ENSG00000185728
6095_PAX8_P1P2_ENSG00000125618,-0.023045188037412755,PAX8,ENSG00000125618
4112_IMPAD1_P1P2_ENSG00000104331,-0.023139712282056465,IMPAD1,ENSG00000104331
5185_MRAS_P1P2_ENSG00000158186,-0.023177446830983616,MRAS,ENSG00000158186
1195_CARM1_P1P2_ENSG00000142453,-0.02323380826703981,CARM1,ENSG00000142453
4797_MAP1B_P1P2_ENSG00000131711,-0.023269665964152586,MAP1B,ENSG00000131711
2977_FASTKD2_P1P2_ENSG00000118246,-0.02329345804767632,FASTKD2,ENSG00000118246
9585_UIMC1_P1P2_ENSG00000087206,-0.02332297221689081,UIMC1,ENSG00000087206
1302_CCDC88A_P1P2_ENSG00000115355,-0.023350958312708173,CCDC88A,ENSG00000115355
5422_NAA10_P1P2_ENSG00000102030,-0.02337665518885872,NAA10,ENSG00000102030
7468_RPL37_P1P2_ENSG00000145592,-0.023396481603969736,RPL37,ENSG00000145592
10720_ZSCAN26_P1P2_ENSG00000197062,-0.023413670020996688,ZSCAN26,ENSG00000197062
7768_SEMA4B_P2_ENSG00000185033,-0.023419645500951908,SEMA4B,ENSG00000185033
7176_RBM42_P1P2_ENSG00000126254,-0.023450962334306387,RBM42,ENSG00000126254
5164_MPHOSPH6_P1P2_ENSG00000135698,-0.023477918473968937,MPHOSPH6,ENSG00000135698
6808_PRPSAP2_P2_ENSG00000141127,-0.02348673623161078,PRPSAP2,ENSG00000141127
6868_PSMD14_P1P2_ENSG00000115233,-0.023488209386860755,PSMD14,ENSG00000115233
1253_CCDC12_P2_ENSG00000160799,-0.023488319200527564,CCDC12,ENSG00000160799
5859_NUDCD2_P1P2_ENSG00000170584,-0.02349455578255758,NUDCD2,ENSG00000170584
1324_CCNDBP1_P1P2_ENSG00000166946,-0.02361697508006005,CCNDBP1,ENSG00000166946
7394_RNF5_P1P2_ENSG00000204308,-0.023620640143870057,RNF5,ENSG00000204308
6777_PRMT5_P1_ENSG00000100462,-0.023651052272987524,PRMT5,ENSG00000100462
9496_UBE2D1_P1P2_ENSG00000072401,-0.023670632038168108,UBE2D1,ENSG00000072401
6561_POLR3GL_P1P2_ENSG00000121851,-0.02367360821643023,POLR3GL,ENSG00000121851
9060_TMEM248_P1P2_ENSG00000106609,-0.023682344055958447,TMEM248,ENSG00000106609
344_ANKRD54_P1P2_ENSG00000100124,-0.02376508161895016,ANKRD54,ENSG00000100124
4724_LYPLA1_P1P2_ENSG00000120992,-0.023767886298432524,LYPLA1,ENSG00000120992
2024_DALRD3_P2_ENSG00000178149,-0.023786853292692194,DALRD3,ENSG00000178149
1992_CYB5R1_P1P2_ENSG00000159348,-0.023807522749557615,CYB5R1,ENSG00000159348
6456_PLOD1_P1P2_ENSG00000083444,-0.023824275675301144,PLOD1,ENSG00000083444
6272_PHACTR4_P1P2_ENSG00000204138,-0.023870276850802917,PHACTR4,ENSG00000204138
8681_TANK_P2_ENSG00000136560,-0.023873543035428553,TANK,ENSG00000136560
